PDF,RelativePath,Status,TotalPages,PagesCreated,PagesSkipped,PagesFailed,DPI,JPEGQuality,Seconds,Error
CL8DPFIT__Hwang - 2009 - Ron English Immortal Underground Exhibition - Opera Gallery New York Event Recap.pdf,CL8DPFIT__Hwang - 2009 - Ron English Immortal Underground Exhibition - Opera Gallery New York Event Recap.pdf,Completed,27,27,0,0,200,90,7.29,
CLIQQDQ9___.pdf,CLIQQDQ9___.pdf,Completed,1,1,0,0,200,90,0.28,
CLRLBRMF___.pdf,CLRLBRMF___.pdf,Completed,2,2,0,0,200,90,0.4,
CNUF2MI3__Turco - 2009 - Ron English ’ s Xmas Greeting.pdf,CNUF2MI3__Turco - 2009 - Ron English ’ s Xmas Greeting.pdf,Completed,2,2,0,0,200,90,0.31,
CRECGI2M__Allouche Gallery - 2018 - HypeArt Immerse Yourself in Ron English's Chaotic.pdf,CRECGI2M__Allouche Gallery - 2018 - HypeArt Immerse Yourself in Ron English's Chaotic.pdf,Completed,2,2,0,0,200,90,1.44,
CRTCTQGM__The New York Times - 1996 - Art & Leisure.pdf,CRTCTQGM__The New York Times - 1996 - Art & Leisure.pdf,Completed,1,1,0,0,200,90,0.37,
CS6WQ2VP__Bagshaw et al. - Corey Helford Gallery presents.pdf,CS6WQ2VP__Bagshaw et al. - Corey Helford Gallery presents.pdf,Completed,2,2,0,0,200,90,0.49,
CSJWQM6Q___.pdf,CSJWQM6Q___.pdf,Completed,7,7,0,0,200,90,2.57,
CSKJQ9GL___.pdf,CSKJQ9GL___.pdf,Completed,1,1,0,0,200,90,0.18,
CVB5FQYE__Richie - 2012 - Ron English's Cathy Cowgirl is Alive!.pdf,CVB5FQYE__Richie - 2012 - Ron English's Cathy Cowgirl is Alive!.pdf,Completed,1,1,0,0,200,90,0.23,
CVCXTD4E___.pdf,CVCXTD4E___.pdf,Completed,1,1,0,0,200,90,0.67,
CWGIITF6__Reyes - 2010 - Ron English Status Factory Exhibition.pdf,CWGIITF6__Reyes - 2010 - Ron English Status Factory Exhibition.pdf,Completed,6,6,0,0,200,90,1.37,
CX3QCY4K__LA TACO - 2017 - Preview Ron English “Toybox America In The Visuals”.pdf,CX3QCY4K__LA TACO - 2017 - Preview Ron English “Toybox America In The Visuals”.pdf,Completed,5,5,0,0,200,90,1.18,
CXYRUVZX__Rushmore - 2009 - Green Day and The Art of Rock.pdf,CXYRUVZX__Rushmore - 2009 - Green Day and The Art of Rock.pdf,Completed,2,2,0,0,200,90,0.42,
D3MBATS7__Dennis - 2019 - How art can further understanding of 911.pdf,D3MBATS7__Dennis - 2019 - How art can further understanding of 911.pdf,Completed,5,5,0,0,200,90,1.1,
D3MPLVHM__Turco - 2010 - Ron English Creates Artwork That Will Make PETA Unhappy.pdf,D3MPLVHM__Turco - 2010 - Ron English Creates Artwork That Will Make PETA Unhappy.pdf,Completed,1,1,0,0,200,90,0.27,
D3U4JVPV___.pdf,D3U4JVPV___.pdf,Completed,6,6,0,0,200,90,4.49,
D6S82FAR___.pdf,D6S82FAR___.pdf,Completed,1,1,0,0,200,90,0.4,
D9TMAA9S__Angelini - 1992 - Painting Politics.pdf,D9TMAA9S__Angelini - 1992 - Painting Politics.pdf,Completed,1,1,0,0,200,90,0.5,
DA23YXL5__Westall - 2009 - Ron English Interview With Ripo With Thanks To Modarteurope.Com.pdf,DA23YXL5__Westall - 2009 - Ron English Interview With Ripo With Thanks To Modarteurope.Com.pdf,Completed,3,3,0,0,200,90,0.62,
DAIXBLDH__Warburgrealty - 2018 - Allouche Gallery.pdf,DAIXBLDH__Warburgrealty - 2018 - Allouche Gallery.pdf,Completed,1,1,0,0,200,90,0.29,
DB3X4H73__Onainor - 2019 - The Redemption of Chris Brown.pdf,DB3X4H73__Onainor - 2019 - The Redemption of Chris Brown.pdf,Completed,3,3,0,0,200,90,1.4,
DBXDXRFN__Elms Lesters - 2006 - In Or Out.pdf,DBXDXRFN__Elms Lesters - 2006 - In Or Out.pdf,Completed,1,1,0,0,200,90,0.17,
DD5QJVXE__Kim - 2008 - Renaissance Rock Art – Ron English San Francisco.pdf,DD5QJVXE__Kim - 2008 - Renaissance Rock Art – Ron English San Francisco.pdf,Completed,6,6,0,0,200,90,1.38,
DGMHR73N___.pdf,DGMHR73N___.pdf,Completed,2,2,0,0,200,90,1.02,
DHA9T8BP__Absolut - 1992 - Absolut Ad last page.pdf,DHA9T8BP__Absolut - 1992 - Absolut Ad last page.pdf,Completed,2,2,0,0,200,90,0.9,
DHTIXIYR__@latestcelebcity - 2015 - Brighton Art Institution Artrepublic.pdf,DHTIXIYR__@latestcelebcity - 2015 - Brighton Art Institution Artrepublic.pdf,Completed,1,1,0,0,200,90,0.22,
DHV9VTBB__Kutner - Unknown - A touch of the East Village.pdf,DHV9VTBB__Kutner - Unknown - A touch of the East Village.pdf,Completed,3,3,0,0,200,90,0.58,
DIUTJRID___.pdf,DIUTJRID___.pdf,Completed,6,6,0,0,200,90,5.26,
DKLM7E4J__Geez - 2007 - Sugar-coated ritual.pdf,DKLM7E4J__Geez - 2007 - Sugar-coated ritual.pdf,Completed,1,1,0,0,200,90,0.71,
DKQ4CU4F__Nguyen - 2011 - Openings Ron English – ‘Skin Deep’ @ Lazarides Gallery.pdf,DKQ4CU4F__Nguyen - 2011 - Openings Ron English – ‘Skin Deep’ @ Lazarides Gallery.pdf,Completed,8,8,0,0,200,90,2.32,
DML48DZ5__Wall Street International Magazine - 2016 - Ron English. Sugar High.pdf,DML48DZ5__Wall Street International Magazine - 2016 - Ron English. Sugar High.pdf,Completed,2,2,0,0,200,90,0.43,
DN7QIXB4__The Washington Post Dec 12 1992 Who Framed Walt Disney by Michael Welzenbach.pdf,DN7QIXB4__The Washington Post Dec 12 1992 Who Framed Walt Disney by Michael Welzenbach.pdf,Completed,1,1,0,0,200,90,0.59,
"DP37Q525__Bryant, Bryant - 2018 - The many prices of art - In three big ways, financial interests--and some politics-disrupted the pursuit of aest.pdf","DP37Q525__Bryant, Bryant - 2018 - The many prices of art - In three big ways, financial interests--and some politics-disrupted the pursuit of aest.pdf",Completed,1,1,0,0,200,90,1.15,
DP5HNDA5___.pdf,DP5HNDA5___.pdf,Completed,2,2,0,0,200,90,1.71,
DQQWR6QT___.pdf,DQQWR6QT___.pdf,Completed,2,2,0,0,200,90,1.42,
DR7NMYEF__Kan - 2009 - Ron English x Made By Monsters Pop Art Series Lucy Exposed Toy.pdf,DR7NMYEF__Kan - 2009 - Ron English x Made By Monsters Pop Art Series Lucy Exposed Toy.pdf,Completed,1,1,0,0,200,90,0.27,
DU6MPBJ6__Rushmore - 2011 - Studio visit with Ron English.pdf,DU6MPBJ6__Rushmore - 2011 - Studio visit with Ron English.pdf,Completed,7,7,0,0,200,90,1.86,
DULP4ENA___.pdf,DULP4ENA___.pdf,Completed,1,1,0,0,200,90,0.79,
DURES6ZE___.pdf,DURES6ZE___.pdf,Completed,1,1,0,0,200,90,0.08,
DUUIKYTS___.pdf,DUUIKYTS___.pdf,Completed,2,2,0,0,200,90,1.17,
DW6A3YG8___.pdf,DW6A3YG8___.pdf,Completed,2,2,0,0,200,90,1.72,
DWJN5AZQ__English - 1977 - Decatur Cosmic Cosmix.pdf,DWJN5AZQ__English - 1977 - Decatur Cosmic Cosmix.pdf,Completed,1,1,0,0,200,90,0.8,
DYJ47BNK__Graves - 2015 - L.A. Happenings Corey Helford Gallery Opening This Weekend in DTLA.pdf,DYJ47BNK__Graves - 2015 - L.A. Happenings Corey Helford Gallery Opening This Weekend in DTLA.pdf,Completed,2,2,0,0,200,90,0.36,
DZDS8XZC__Mural Festiva - 2021 - Entrevue Avec Ron English.pdf,DZDS8XZC__Mural Festiva - 2021 - Entrevue Avec Ron English.pdf,Completed,6,6,0,0,200,90,1.63,
DZU5ZLMH___.pdf,DZU5ZLMH___.pdf,Completed,8,8,0,0,200,90,3.35,
E2FALVLV__O'Brien - 2013 - Ron English x Black Book Toys Big Boner!.pdf,E2FALVLV__O'Brien - 2013 - Ron English x Black Book Toys Big Boner!.pdf,Completed,1,1,0,0,200,90,0.19,
E328UMGZ___.pdf,E328UMGZ___.pdf,Completed,3,3,0,0,200,90,2.3,
E435UTAV__The Philadelphia Inquirer - 2001 - Indie Art.pdf,E435UTAV__The Philadelphia Inquirer - 2001 - Indie Art.pdf,Completed,1,1,0,0,200,90,0.13,
E4VKPMB8__catalogue.pdf,E4VKPMB8__catalogue.pdf,Completed,120,120,0,0,200,90,26.47,
E5BJIE8J__NY Art Beat - 2016 - Ron English “Guernica”.pdf,E5BJIE8J__NY Art Beat - 2016 - Ron English “Guernica”.pdf,Completed,1,1,0,0,200,90,0.23,
"E5GMVEY6__Beale - 2011 - Cirque du Soleil Zarkana by Ron English, Travis Louie & Tara McPherson.pdf","E5GMVEY6__Beale - 2011 - Cirque du Soleil Zarkana by Ron English, Travis Louie & Tara McPherson.pdf",Completed,2,2,0,0,200,90,0.34,
E8Y3DY7H__Allouche Gallery - 2021 - Ron English Brand Royalty Opening at Allouche Gallery in September 2021(2).pdf,E8Y3DY7H__Allouche Gallery - 2021 - Ron English Brand Royalty Opening at Allouche Gallery in September 2021(2).pdf,Completed,3,3,0,0,200,90,0.71,
"EB38R489__Reydams - 1997 - A la guerre, com a la guerre.pdf","EB38R489__Reydams - 1997 - A la guerre, com a la guerre.pdf",Completed,1,1,0,0,200,90,0.58,
EB8CF8Y5___.pdf,EB8CF8Y5___.pdf,Completed,1,1,0,0,200,90,0.34,
EBAZUBV3___.pdf,EBAZUBV3___.pdf,Completed,1,1,0,0,200,90,0.05,
EC4GE922__Klein - Unknown - Ron English.pdf,EC4GE922__Klein - Unknown - Ron English.pdf,Completed,1,1,0,0,200,90,0.14,
EC54TJG2__Corey Helford Gallery - 2015 - Brex Attacks! By Ron English.pdf,EC54TJG2__Corey Helford Gallery - 2015 - Brex Attacks! By Ron English.pdf,Completed,1,1,0,0,200,90,0.22,
ECLIWEZX___.pdf,ECLIWEZX___.pdf,Completed,23,23,0,0,200,90,6.77,
EG6IJ57B__Schonberger - 2011 - Preview Ron English Seasons In Suburbia.pdf,EG6IJ57B__Schonberger - 2011 - Preview Ron English Seasons In Suburbia.pdf,Completed,1,1,0,0,200,90,0.26,
"EI6QVEW4__Sun Site - 2005 - Last Exit to Brooklyn New York's Counter Culture Phil Frost, Mark Dean Veca, Stash, Wk Interact and Ron English.pdf","EI6QVEW4__Sun Site - 2005 - Last Exit to Brooklyn New York's Counter Culture Phil Frost, Mark Dean Veca, Stash, Wk Interact and Ron English.pdf",Completed,1,1,0,0,200,90,0.23,
"EINHXAX5__Justin Page - 2014 - ‘Art Truancy’, An Art Show Celebrating 20 Years of ‘Juxtapoz Magazine’ at Jonathan LeVine Gallery in New York City.pdf","EINHXAX5__Justin Page - 2014 - ‘Art Truancy’, An Art Show Celebrating 20 Years of ‘Juxtapoz Magazine’ at Jonathan LeVine Gallery in New York City.pdf",Completed,2,2,0,0,200,90,0.55,
EIPAR4V8__wtg_artist - 2014 - PeacE.pdf,EIPAR4V8__wtg_artist - 2014 - PeacE.pdf,Completed,12,12,0,0,200,90,2.57,
EJSI7P6B__Rushmore - 2012 - “The New Blood” curated by Morgan Spurlock.pdf,EJSI7P6B__Rushmore - 2012 - “The New Blood” curated by Morgan Spurlock.pdf,Completed,2,2,0,0,200,90,0.32,
EKG86IYR__Wong - 1992 - Profile on English - Speaks a language all his own.pdf,EKG86IYR__Wong - 1992 - Profile on English - Speaks a language all his own.pdf,Completed,2,2,0,0,200,90,1.39,
"EKGFWTNA__Pop International Galleries - 2020 - Pop international galleries, collect for a cause.pdf","EKGFWTNA__Pop International Galleries - 2020 - Pop international galleries, collect for a cause.pdf",Completed,1,1,0,0,200,90,0.24,
ELWDKFWD___.pdf,ELWDKFWD___.pdf,Completed,1,1,0,0,200,90,0.19,
EN4ES5JD___.pdf,EN4ES5JD___.pdf,Completed,1,1,0,0,200,90,0.65,
EP63P7D4___.pdf,EP63P7D4___.pdf,Completed,7,7,0,0,200,90,3.32,
EPEXSUXI___.pdf,EPEXSUXI___.pdf,Completed,2,2,0,0,200,90,0.87,
"EQTSALML__Escalante, Greg y Spoor, Nathan - 2008 - Ron English.pdf","EQTSALML__Escalante, Greg y Spoor, Nathan - 2008 - Ron English.pdf",Completed,6,6,0,0,200,90,4.85,
"ERLLQNR8__Washington City Paper May 8 1998 Nice People, Dirty Talk by Rebecca Charry.pdf","ERLLQNR8__Washington City Paper May 8 1998 Nice People, Dirty Talk by Rebecca Charry.pdf",Completed,1,1,0,0,200,90,0.52,
ERW9Y98B__Robertson - 2015 - Ron English's NeoNature We Are The New They Exhibit Is A Gentle Disturbance.pdf,ERW9Y98B__Robertson - 2015 - Ron English's NeoNature We Are The New They Exhibit Is A Gentle Disturbance.pdf,Completed,9,9,0,0,200,90,2.2,
ETSDJ6VR__Squarespace - 2014 - Ron English.pdf,ETSDJ6VR__Squarespace - 2014 - Ron English.pdf,Completed,1,1,0,0,200,90,0.23,
EVGX4RUL___.pdf,EVGX4RUL___.pdf,Completed,2,2,0,0,200,90,1.32,
EVJCNL9Q__2014 - The POPaganda of Ron English - The Godfather of St.pdf,EVJCNL9Q__2014 - The POPaganda of Ron English - The Godfather of St.pdf,Completed,9,9,0,0,200,90,3.16,
EWDQ6L33__Scott Beale - 2005 - POPaganda The Art & Crimes of Ron English.pdf,EWDQ6L33__Scott Beale - 2005 - POPaganda The Art & Crimes of Ron English.pdf,Completed,1,1,0,0,200,90,0.22,
EWEVGYMW__Westall - 2010 - Ron English’s Status Factory.pdf,EWEVGYMW__Westall - 2010 - Ron English’s Status Factory.pdf,Completed,6,6,0,0,200,90,1.64,
EX72L6XP___.pdf,EX72L6XP___.pdf,Completed,3,3,0,0,200,90,1.57,
EXYYTCMA__Toten Art - 2016 - ¿Qué es la POPaganda.pdf,EXYYTCMA__Toten Art - 2016 - ¿Qué es la POPaganda.pdf,Completed,4,4,0,0,200,90,1.03,
EYKTECU5__Don't Panic - 2008 - POPaganda with Ron English.pdf,EYKTECU5__Don't Panic - 2008 - POPaganda with Ron English.pdf,Completed,4,4,0,0,200,90,0.82,
EYQRYQ88__Gordon - 2018 - Allouche Gallery Presents DELUSIONVILLE by Ron English.pdf,EYQRYQ88__Gordon - 2018 - Allouche Gallery Presents DELUSIONVILLE by Ron English.pdf,Completed,2,2,0,0,200,90,0.48,
F3B9WU5D__Deters - 2021 - UP5 Preview - The Irony of Becoming Iconic An Afternoon with Ron English Written.pdf,F3B9WU5D__Deters - 2021 - UP5 Preview - The Irony of Becoming Iconic An Afternoon with Ron English Written.pdf,Completed,4,4,0,0,200,90,1.02,
F3XXDDCP__Interview Magazine - 1993 - .pdf,F3XXDDCP__Interview Magazine - 1993 - .pdf,Completed,3,3,0,0,200,90,1.59,
F4BWTEV6___.pdf,F4BWTEV6___.pdf,Completed,2,2,0,0,200,90,0.99,
F5DRSQ7I___.pdf,F5DRSQ7I___.pdf,Completed,2,2,0,0,200,90,0.95,
F5QHUMPJ__The Worley Gig - 2016 - Corey Helford Gallery Presents Ron English’s NeoNature Exhibit at New Space in Downtown LA!(2).pdf,F5QHUMPJ__The Worley Gig - 2016 - Corey Helford Gallery Presents Ron English’s NeoNature Exhibit at New Space in Downtown LA!(2).pdf,Completed,8,8,0,0,200,90,1.98,
F5VJW3Y3___.pdf,F5VJW3Y3___.pdf,Completed,2,2,0,0,200,90,0.87,
F6JHM9YX__Short - 2017 - 15 Captivating Works Of Art That Challenge The McDonaldization Of Society(2).pdf,F6JHM9YX__Short - 2017 - 15 Captivating Works Of Art That Challenge The McDonaldization Of Society(2).pdf,Completed,2,2,0,0,200,90,0.39,
F6M7FZER___.pdf,F6M7FZER___.pdf,Completed,1,1,0,0,200,90,0.54,
F6VWCTYW___.pdf,F6VWCTYW___.pdf,Completed,2,2,0,0,200,90,0.95,
F9QFS4LF___.pdf,F9QFS4LF___.pdf,Completed,2,2,0,0,200,90,0.92,
"FA7KSGWU__Petrick - 2005 - Artists, companies clash over character rights.pdf","FA7KSGWU__Petrick - 2005 - Artists, companies clash over character rights.pdf",Completed,1,1,0,0,200,90,0.17,
FB3IY5CS__Leagueoto - 2019 - Upcoming Exhibits - Ron English Mojo Voodoo & Heavy Metal Music.pdf,FB3IY5CS__Leagueoto - 2019 - Upcoming Exhibits - Ron English Mojo Voodoo & Heavy Metal Music.pdf,Completed,1,1,0,0,200,90,0.32,
FB6D6B6L__The Chelsea Tribe - 2019 - The Fine Art Of Street And Graffiti – Preview.pdf,FB6D6B6L__The Chelsea Tribe - 2019 - The Fine Art Of Street And Graffiti – Preview.pdf,Completed,1,1,0,0,200,90,0.18,
"FB6PVCVR__Mythe, Lesec - 2015 - Psychohistoire du mythe.pdf","FB6PVCVR__Mythe, Lesec - 2015 - Psychohistoire du mythe.pdf",Completed,16,16,0,0,200,90,3.32,
FBV7M37X___.pdf,FBV7M37X___.pdf,Completed,3,3,0,0,200,90,1.26,
FBVZCI5Y__Juxtapoz - 2012 - Preview May 2012 Public Art Special Issue (On Newsstands Now).pdf,FBVZCI5Y__Juxtapoz - 2012 - Preview May 2012 Public Art Special Issue (On Newsstands Now).pdf,Completed,3,3,0,0,200,90,0.69,
FC5GPHA6___.pdf,FC5GPHA6___.pdf,Completed,1,1,0,0,200,90,0.22,
FC64CSNK__Family Traditional Art Exhibition Curated by Ron E.pdf,FC64CSNK__Family Traditional Art Exhibition Curated by Ron E.pdf,Completed,8,8,0,0,200,90,2.3,
FF9L6FXI__English - 2021 - Ron english aka the propaganda pop master.pdf,FF9L6FXI__English - 2021 - Ron english aka the propaganda pop master.pdf,Completed,6,6,0,0,200,90,1.43,
FFSJG8XC__Korkidis - 2012 - Dope Art For Sale Pop Marilyn Mickeys By Ron English.pdf,FFSJG8XC__Korkidis - 2012 - Dope Art For Sale Pop Marilyn Mickeys By Ron English.pdf,Completed,1,1,0,0,200,90,0.23,
FJSKQVN6__Campbell - 2018 - Meet world famous artist Ron English.pdf,FJSKQVN6__Campbell - 2018 - Meet world famous artist Ron English.pdf,Completed,4,4,0,0,200,90,0.98,
FMIT4ECC___.pdf,FMIT4ECC___.pdf,Completed,1,1,0,0,200,90,0.12,
FMQ9SKNJ__Colección SOLO - 2007 - Colección SOLO - Ron English.pdf,FMQ9SKNJ__Colección SOLO - 2007 - Colección SOLO - Ron English.pdf,Completed,1,1,0,0,200,90,0.26,
FNBZBPEJ__Footdistrict - 2019 - Corporate lies and POPaganda Who is Ron English.pdf,FNBZBPEJ__Footdistrict - 2019 - Corporate lies and POPaganda Who is Ron English.pdf,Completed,4,4,0,0,200,90,0.84,
FNP9TK2K___.pdf,FNP9TK2K___.pdf,Completed,2,2,0,0,200,90,0.77,
FQC8X8RK__Hogue - 2006 - Creating 'POPaganda'.pdf,FQC8X8RK__Hogue - 2006 - Creating 'POPaganda'.pdf,Completed,1,1,0,0,200,90,0.27,
FRCDPY76___.pdf,FRCDPY76___.pdf,Completed,1,1,0,0,200,90,0.81,
FT3Y8XTS__Dangerous Minds - 2017 - POPaganda new work by Pop-Art provocateur Ron English.pdf,FT3Y8XTS__Dangerous Minds - 2017 - POPaganda new work by Pop-Art provocateur Ron English.pdf,Completed,4,4,0,0,200,90,1.04,
FT9MRZH5__Shane - 2017 - Ron English – Toybox America In The Visuals – Preview.pdf,FT9MRZH5__Shane - 2017 - Ron English – Toybox America In The Visuals – Preview.pdf,Completed,2,2,0,0,200,90,0.56,
FVDBL3ZP__English - 1983 - The ant and the grasshopper revisited.pdf,FVDBL3ZP__English - 1983 - The ant and the grasshopper revisited.pdf,Completed,2,2,0,0,200,90,0.57,
FVN9C4DK___.pdf,FVN9C4DK___.pdf,Completed,2,2,0,0,200,90,0.82,
FVNBDPBD__(Beautiful) Paper 10th annual Beautiful People.pdf,FVNBDPBD__(Beautiful) Paper 10th annual Beautiful People.pdf,Completed,5,5,0,0,200,90,1.56,
FW43UCZQ__Beale - 2008 - John McCain “I Wanna Be Erected” Billboard by Ron English(2).pdf,FW43UCZQ__Beale - 2008 - John McCain “I Wanna Be Erected” Billboard by Ron English(2).pdf,Completed,2,2,0,0,200,90,0.43,
FWQKSRHM__Zobooks - 2021 - Ron English “Model Royalty” @ Allouche Gallery Opening 91821 NYC – StreetArtNews(2).pdf,FWQKSRHM__Zobooks - 2021 - Ron English “Model Royalty” @ Allouche Gallery Opening 91821 NYC – StreetArtNews(2).pdf,Completed,3,3,0,0,200,90,0.72,
FXNMSPRA___.pdf,FXNMSPRA___.pdf,Completed,3,3,0,0,200,90,0.71,
G3K6LZNE__Erica - 2013 - Gold Jacket Elvis By Ron English.pdf,G3K6LZNE__Erica - 2013 - Gold Jacket Elvis By Ron English.pdf,Completed,1,1,0,0,200,90,0.17,
"G3MF4FHL__Graffiti Shows and Events - 2005 - Last Exit To Brooklyn New York's Counter Culture Phil Frost, Mark Dean Veca, Stash, Wk Interact And R.pdf","G3MF4FHL__Graffiti Shows and Events - 2005 - Last Exit To Brooklyn New York's Counter Culture Phil Frost, Mark Dean Veca, Stash, Wk Interact And R.pdf",Completed,1,1,0,0,200,90,0.22,
G45D83BT___.pdf,G45D83BT___.pdf,Completed,2,2,0,0,200,90,1.39,
G5A8CY7W___.pdf,G5A8CY7W___.pdf,Completed,9,9,0,0,200,90,2.26,
"G5AXC9DJ__The Hundreds Magazine - 2011 - A long, strange trip into the kaleidoscopic world of Ron English.pdf","G5AXC9DJ__The Hundreds Magazine - 2011 - A long, strange trip into the kaleidoscopic world of Ron English.pdf",Completed,4,4,0,0,200,90,0.98,
"G5C593GP__Page - 2015 - ‘Freaks And Americana’, A Circus-Themed Art Show in Culver City, California Exploring Big Top Culture.pdf","G5C593GP__Page - 2015 - ‘Freaks And Americana’, A Circus-Themed Art Show in Culver City, California Exploring Big Top Culture.pdf",Completed,2,2,0,0,200,90,0.39,
"G7MIXTFU__Corey Helford Gallery - 2015 - Corey Helford Gallery, new works, Saturday December 12, 2015.pdf","G7MIXTFU__Corey Helford Gallery - 2015 - Corey Helford Gallery, new works, Saturday December 12, 2015.pdf",Completed,1,1,0,0,200,90,0.17,
"G84Z2NMY__Gallery, English - 2017 - TOYBOX America In The Visuals – Ron English Gallery.pdf","G84Z2NMY__Gallery, English - 2017 - TOYBOX America In The Visuals – Ron English Gallery.pdf",Completed,3,3,0,0,200,90,0.79,
G9NFHAUN__Hagle - 2016 - Why famed pop artist Ron English uses camouflage.pdf,G9NFHAUN__Hagle - 2016 - Why famed pop artist Ron English uses camouflage.pdf,Completed,4,4,0,0,200,90,0.92,
GC2GI95C__Ruano - 2009 - Planet Illogica Launch Recap.pdf,GC2GI95C__Ruano - 2009 - Planet Illogica Launch Recap.pdf,Completed,12,12,0,0,200,90,2.48,
GCZ98KXD__SunStorm - 1992 - Ron and Michael Mckenzie at the Palladium.pdf,GCZ98KXD__SunStorm - 1992 - Ron and Michael Mckenzie at the Palladium.pdf,Completed,1,1,0,0,200,90,0.1,
GETEYTVN__Beale - 2011 - 15 Artists Interpret South Park at Opera Gallery In New York City.pdf,GETEYTVN__Beale - 2011 - 15 Artists Interpret South Park at Opera Gallery In New York City.pdf,Completed,1,1,0,0,200,90,0.27,
GGZ38QQC___.pdf,GGZ38QQC___.pdf,Completed,2,2,0,0,200,90,0.78,
GJ2JGRWW__Gordin - 2015 - Absolute English.pdf,GJ2JGRWW__Gordin - 2015 - Absolute English.pdf,Completed,1,1,0,0,200,90,1.03,
GK633SFK__Beale - 2010 - The Incredulous Hulkboy by Ron English.pdf,GK633SFK__Beale - 2010 - The Incredulous Hulkboy by Ron English.pdf,Completed,1,1,0,0,200,90,0.27,
"GM9A5983__Palm Beach Daily News, oct 1 1993.pdf","GM9A5983__Palm Beach Daily News, oct 1 1993.pdf",Completed,1,1,0,0,200,90,0.3,
GN9NWVZH__Cruz - 2015 - Joel Rea – Surrealismo hiperrealista.pdf,GN9NWVZH__Cruz - 2015 - Joel Rea – Surrealismo hiperrealista.pdf,Completed,1,1,0,0,200,90,0.23,
GPZ8676E__Beale - 2010 - Photos Status Factory by Ron English at Opera Gallery New York.pdf,GPZ8676E__Beale - 2010 - Photos Status Factory by Ron English at Opera Gallery New York.pdf,Completed,14,14,0,0,200,90,2.83,
GRJGCEHF__Erica - 2012 - POPaganda's 12 Days of Xmas Madness - Mickey Grin Dunny APs.pdf,GRJGCEHF__Erica - 2012 - POPaganda's 12 Days of Xmas Madness - Mickey Grin Dunny APs.pdf,Completed,1,1,0,0,200,90,0.26,
GSTMTTYC__Erica - 2012 - Green Eyed Purple Elvis Print.pdf,GSTMTTYC__Erica - 2012 - Green Eyed Purple Elvis Print.pdf,Completed,1,1,0,0,200,90,0.19,
GT2ST8QU__Frank - 2017 - HuffPost Arts Interviews Ron English.pdf,GT2ST8QU__Frank - 2017 - HuffPost Arts Interviews Ron English.pdf,Completed,3,3,0,0,200,90,0.49,
GTFJ7DJL__Absolut - 1991 - Absolut English.pdf,GTFJ7DJL__Absolut - 1991 - Absolut English.pdf,Completed,1,1,0,0,200,90,0.42,
GVIPCALD__Scene Magazine - 1995 - Post-pop post-punk MOCA gallery.pdf,GVIPCALD__Scene Magazine - 1995 - Post-pop post-punk MOCA gallery.pdf,Completed,1,1,0,0,200,90,0.43,
GW39ENFH__The Art Colectors - 2009 - The Art Collectors.pdf,GW39ENFH__The Art Colectors - 2009 - The Art Collectors.pdf,Completed,2,2,0,0,200,90,0.56,
GYKLDICA___.pdf,GYKLDICA___.pdf,Completed,1,1,0,0,200,90,0.25,
GYW9HJVE___.pdf,GYW9HJVE___.pdf,Completed,2,2,0,0,200,90,0.59,
GZ3HAG9Y___.pdf,GZ3HAG9Y___.pdf,Completed,2,2,0,0,200,90,0.35,
GZFYVDDS___.pdf,GZFYVDDS___.pdf,Completed,1,1,0,0,200,90,0.75,
GZWCN6VY___.pdf,GZWCN6VY___.pdf,Completed,2,2,0,0,200,90,0.92,
H2HZ4X24__Estiler - 2017 - Ron English's New TOYBOX Exhibit Is Coming to Los Angeles.pdf,H2HZ4X24__Estiler - 2017 - Ron English's New TOYBOX Exhibit Is Coming to Los Angeles.pdf,Completed,2,2,0,0,200,90,0.41,
H44BKB2X__Chadwick - Critic's choice.pdf,H44BKB2X__Chadwick - Critic's choice.pdf,Completed,1,1,0,0,200,90,0.35,
H9Q2ZJCZ__Cover - 1994 - Art history update.pdf,H9Q2ZJCZ__Cover - 1994 - Art history update.pdf,Completed,1,1,0,0,200,90,0.42,
HBYX3LKR__Art Republic - 2012 - Ron english artist biography.pdf,HBYX3LKR__Art Republic - 2012 - Ron english artist biography.pdf,Completed,2,2,0,0,200,90,0.36,
HCKVGRIS__YES WE CAN  13 May - 10 Jul 2009 - Overview.pdf,HCKVGRIS__YES WE CAN  13 May - 10 Jul 2009 - Overview.pdf,Completed,6,6,0,0,200,90,1.73,
HCQY7TGB__Schlesinger - 1997 - English as a second language.pdf,HCQY7TGB__Schlesinger - 1997 - English as a second language.pdf,Completed,4,4,0,0,200,90,3.18,
HCZWH43X__Marina - 2010 - Ron English and Chris Brown Talk Collab It’s True.pdf,HCZWH43X__Marina - 2010 - Ron English and Chris Brown Talk Collab It’s True.pdf,Completed,1,1,0,0,200,90,0.24,
HD2RNC2F___.pdf,HD2RNC2F___.pdf,Completed,2,2,0,0,200,90,0.61,
"HHJVKUD6__Levy - 2011 - Ron English “Skin Deep” New Exhibition Lazarides Gallery, London June 24th.pdf","HHJVKUD6__Levy - 2011 - Ron English “Skin Deep” New Exhibition Lazarides Gallery, London June 24th.pdf",Completed,2,2,0,0,200,90,0.41,
HHXFV9PL__Walkos - 2010 - Interview Ron English.pdf,HHXFV9PL__Walkos - 2010 - Interview Ron English.pdf,Completed,4,4,0,0,200,90,0.91,
